no,content
929,대구 왜케 추운거져...바람 마니붐 ㅠㅠ 대구아닌줄ㅋㅋ 김광석길 근처 대봉동 이란 곳에있는 ‘브런치카페 홀그레인’ 먹물리조또가 너무맛잇다고 ㅋㅋㅋ남친이...
930,디자인으로 여행자의 시선을 사로잡는 밤이 아름다운 장소 물 문화 전시관 대구의 디아크 대구 여행 중 찾아 볼만한 장소였습니다. 위치: 대구광역시 달성군...
931,"대구 여행코스 사진찍기 좋은곳 앞산 별자리터널 안녕하세요, 룰리베린입니다. 대구에 다녀왔는데 이월드에 야경을 보러 갈까 앞산전망대에 가서 야경을 보고 올까..."
932,( <U+10E6>’<U+1D17>’<U+10E6> ) 드디어 가는 대구여행 가기전에 조금 우여곡절이 많았다 올해는 국내여행의 해인가부다 혼자 대구로 슝슝 원재언니가 기다리는 대구로 슝슝 약간...
933,재 니 와 의 1 박 2 일 대 구 여 행 ♥ DAY 1 대구 향촌 문화관 - 중앙떡볶이 - Coffee Magazine - 라이온즈 파크 - 진해숯불막창 05 진해숯불막창 야구 보고 지하철 타고...
934,ㅋㅋㅋㅋㅋㅋ 내 대구 여행 컨셉은 먹방여행이었는데 흑흑 안내소도 있고 화장실도 있고 파라솔도 있고 강아지 배변봉투 버리는데도 있고요 시설 잘돼있어요 뒷산에...
935,"[대구여행]대구방짜유기박물관, 방짜유기의 역사를 한자리에서 볼 수 있는 곳... ""대구에 뭐 볼게 있나?"" 대구로 1박2일 여행을 떠난다고 했을 때 주위사람들이 한결같이..."
936,대구시여행 대구여행 대구남구청관광 대구남구관광 대구시남구관광 대구남구관광 대구시남구맛집 대구남구맛집 대구시맛집 대구맛집 할로윈 앞산전망대...
937,아가는 여행이 고달프다 ㅠㅠ 체크인 시간 다되갈때까지 쉬다가 숙소 마당이... 말했던 대구사는 지인을 만났다 세상이 이렇게 좁나? 왔다고는 했으나 시간이 없어서...
938,대구 1박2일 대구여행 첫날의 마무리는 먹는거죠 ㅋㅋㅋㅋㅋ 이월드에서 택시타고 안지랑곱창거리도착!!! 친절한간판 대구는 간판들과 표지판이...
939,ㅎㅎㅎ ㅎㅎㅎ 이거 찍고 노래방 고고했다 그리고 따봉팸 #대구여행 가요 :) #대구맛집 #동성로맛집 #온기정 서비스로 두잔이나 주셨다 ㅠㅠ 감사합니다♥<U+FE0E> 전체적으로...
940,[대구여행/대구나들이] 앞산공원 & 앞산케이블카 오늘 졸업식을 하고 1년을 마무리하니 직장동료들이랑 야유회 갔던 대구가 생각이 납니다. 전 대구여행이나...
941,동대구역으로 향했다 돌아오는 SRT에서는 숙면을 취했기에 더 이상 사진없이 대구여행 포스팅을 마친다 개인적으로는 처음으로 야구 원정경기 직관과 여행을 같이...
942,하이라이트의 팬싸인회도 있었고 키큰 가로수가 인상적인 #대구#대구당일치기여행#부산에서대구여행 누군가 극장가에 무대인사를 왔는데.. 꼭 오고 싶었던...
943,"18년 대구 첫 여행때도 이곳에와서 막창을 먹었었다. 그때의 그맛을 잊을수가 없다. 걸리버막창이라는곳도 대구 막창하면 매~~우 유명한데, 대구새댁 말로는 여기가 더..."
944,비가 차분하게 내리던날 대구의 골목투어중 잘알려진 근대골목투어를 하게되었다. 대구 근대골목투어는 총5개 코스로 되어있는데 그중에서 최근에 검색해서 알게된...
945,대구비지니스겸 다녀온 대구여행 1박2일 급떠난여행 급하게 볼일이 있어서 떠난 대구여행 1박2일 물론 저녁에 출발하는 바람에 완전 새벽녁에 도착한 대구입니다 ㅠㅠ...
946,안지랑 곱창골목은 XX이다~ (대구 여행 시리즈 ! 대구 막창 골목) 여행하는 캠핑블로거 집시맨입니다. 지난주 다녀왔던 대구 여행 시리즈! 대구 막창 골목 안지랑...
947,"대구여행,대구맛집,대구막창을 검색해보다가 대구에서만 맛볼 수 있다는 절창을 발견! 무더운 여름이였지만 맛보고 싶은 마음에 달려간 진해 숯불 막창 요즘 날씨는..."
948,부산에서 대구로! 대구여행을 즐긴다 대구도 결국 맛집이엿다고한다 나는 꿀돼지꿀꿀 월성 맛집 대왕해물문어보쌈 고고 고기는 진리요 해물은 사랑이로다...
949,"많은 분들이 청라언덕에 왜 오는것인지, 이곳이 왜 대구여행의 명소인지 모르고 살았던 제가 불현듯 쉬는날 혼자여행 아닌 여행으로 다녀와서 알겠더라구요. 일만..."
950,안녕하세요 대구 여행 마치 ufo 같은 모습을 하고 있어요 제가 이곳 개장을 할 때... 단조롭고 대구에 사시는 사람들이 많이 찾는 곳이라는 것을 알뿐 이지요. 그리고...
951,콩잎 대구사람만 안다는 콩잎 ㅠㅠ 엉엉 엄청 먹고싶었던 ㅠㅠ 엄마김치찌개.너무맛있어서 배찢어지게먹고 내가.대구여행하는동안 남편님께서는 아기맞이 아기옷...
952,대구의 대표적인 여행지나 대구 가볼만한곳 검색하면 반드시 나오는 동촌유원지...... 가세요~~ #대구동촌유원지 #대구가볼만한곳 #대구여행지추천 #대구여행...
953,"1박2일 대구여행, 대구역 근처 숙소 에어비앤비 11월 말에 급 다녀온 대구여행... 대구역에서 도보 10분 정도인 곳으로 예약해뒀다 해외뿐만 아니라 국내여행에서도..."
954,오랜만에 경상도 아가씨들과 좋았던 시간 보낸 대구 여행 다음엔 서울에서 보기루:)ㅎㅎ 마지막까지도 슬라임ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 대구 너무 멀지만 다음에는 야구보러...
955,한봉지에만원 맛좋네요오옹~~~동대구역안녀어엉 엄마와 1박2일 대구여행 조금은..아니..빡센여행이였지만 엄마와의추억만들어서좋았네요 우리엄마수고했으용♡
956,"국립대구과학관 달성군이야기 ""사육신. 단종의 복위에 목숨을 바치다."" 달성군... 육신사 여행 팁~! 볼거리도 많고, 이야기도 많은 곳이라 해설사님과 함께 하시면 아마..."
957,12시 넘어서 호텔 테라스에서 내려다 본 대구 시내입니다.... 담날 아침.... 차 한잔 타서...테라스로 나갔죠..... 호텔 초이스를 제가 했는데..... 친구들의 극찬~~ 대구여행...
958,대구여행 2박3일④이시아폴리스 cgv 눕방영화관람 후기! 안녕하세요~ 아추입니다!! 대구의 대형 복합쇼핑몰 이시아폴리스!! 친구가 잠시 볼일이 있어서 저는 혼자 영화를...
959,"그렇다면 목적지는 이미정해진셈, '대구 교동시장 먹자골목'이다. 먹자골목은... 도보여행코스""까지 결합한다면 만족할만한 대구여행 코스가 만들어진다.) ▲클릭"
960,맑은피부예요~ 대구여행에서 대구시내 빠질 수 없겠죠! 대구 동성로에... 들리시면 여행 중 피로도 날려버리실수 있을 것 같아요~~ 이 곳 수로에도 날씨...
961,"[대구여행] #더플레이버스 #대구시티투어 #대구당일여행코스 김광석 버스 대구 김광석버스(더 플레이버스) - 대구시티투어 누구나 한번쯤 들어봤음직한 명곡, 가수..."
962,"숨이의 두번째 대구 여행, 대구 사진 찍기 좋은 곳! 안녕하세오 숨이예오. 밀린 리뷰가 참 많지만,, 금-토 1박2일로 다녀온 대구 포스팅부터 하기로 맘먹었어요ㅋㅋㅋ..."
963,대구여행 청라버스 타고 골목투어 즐겨요! 대구 도심에 귀여운 골목투어버스가... 대구 도심을 여행하고 싶다면? 대구 골목투어를 편하게 즐기고 싶다면?! 트롤리형...
964,장소로 여행하는 것은 또 다른 즐거움을 주는 것 같습니다. 대구여행을 시작해 첫 발걸음을 시작 한 곳은 대구 중구에 위치한 공감 게스트하우스였습니다. 왜? 공감...
965,막창몇개 넣어서 건져먹던데 그렇게 먹으니 곱창전골 느낌이라 하더라구요 그런데 저는 곱창느낌 싫어서 ㄴㄴ! 대구여행으로 방문한 대구막창 걸리버막창 후기 마칠게요 ~!
966,대구 중구 근대로의 여행.. 교동 도깨비야시장 발견!! 여기가 로데오거리? 그쯤... 대구 여행의 마무리를 했다. 역시나 낮에봤던 조형물들은 밤에 더 빛을 발한다....
967,세상에 너무 금방이라 기차여행 기분도 느낄 새 없이 강제(?) 대구여행 시작. 지금은 대구 한복판 스타벅스에서 노트북하면서 여유를 만끽하는 중. 점점 더 빠르게...
968,서울역 여행의 시작은 항상 햄버거로 부터 ㅎ 2010년에 당첨된 만원 충전된... 김광석 다시그리기 길 요즘 대구 여행하면 제일 먼저 검색되는 장소. 헬로 비너스?...
969,[대구여행/대구맛집/안지랑곱창골목] 영생곱창 대구여행에서 어딜가지 고민하다가... 합니다~당일치기여행으로 가서 먹을게 많고 빡빡하면점심부터 곱창집으로 가서...
970,오랜만에 친구들과 약속을 잡아 대구 여행코스 김광석거리에 가게되었어요 :) 이... 역시 대구 여행코스로 핫한 곳은 다 이유가 있나봐요~ 생선 매운탕은 먹어봤어도...
971,주말여행!! 대 프리카 대구로 왔다!! 전날 과음하신 숙진 양 덕에 기차표 두 번이나 미루고.. 우여곡절 끝에 도착!! 아이 신나~ 대구여행 미나리 삼겹살(4월 초까지만...
972,"( 귀염귀염 너무 사고싶었으나 대구에서 서울까지 들고갈 자신이 없었으므로... 알고보니 소품들을 같이 파는디자인카페였다 대구여행때 나의 친구,가이드,사진사 등..."
973,진해보다 벚꽃이 예쁘다 그래서 떠난 #대구여행 물론 비바람이 불어서 제대로 된... 도시 #대구 출출한 우리 대구 맛집을 검색하던 중 발견한 백종원의 3대천왕 맛집...
974,"대구 원주통닭 대구 언니의 추천 Best 2 대구에 살던 친한 언니의 추천 맛집 두번째 원주통닭. 대구에서 통닭을 먹을거라고는 1도 생각 못 했었는데, 언니가 이 통닭은 꼭..."
975,"17일까지 대구, 경북지역 등 (국내) 및 해외 관과 광, 체험 먹거리 등의 여행에 관한... 대구 하면 떠오르는 역사적 인물인 신숭겸과 대구 여행 중 찾아 볼만한 곳 대구..."
976,30 대구에 놀러 온 제민이랑 다니는 1박 2일 대구 여행 경산 영남대 #꿀빵 열심히 준비하고 출발하기 전 학교 앞 꿀빵에 점심 먹으러 갔다 지난번 꿀빵에서 먹은...
977,"지난 3.30~4.1, 1박2일 군산여행도 대구여행을 계획했다가 숙소를 구하지 못해 군산으로 갔었던 거였기 때문에 대구는 당일치기라도 다녀와야겠다 생각하고 있었습니다...."
978,경주·대구 여행 2일차(2) - 대구 수성못 저녁은 수성못 근처 팬아시아에서 맛있게 저녁을 먹고~ 수성못 주차할 곳이 마땅치 않아서 근처 식당이나 카페에서 밥을 먹고...
979,#청춘기행대구 #내일로대구여행 #대구여름제대로즐기기 #내일로 #대구 #일박이일 #1박2일 #여행 #자유여행 #코스 #일정 #배낭여행 #추천 #후기 #동성로 #김광석거리...
980,www.culture.go.kr 저는 이번 문화의 날에 특별히 대구여행으로 대구시립미술관 예술 여행 다녀왔어요^^ 이번에 대구시립미술관에서는 알렉스 카츠(Alex Katz)의 전시와 3....
981,"보여주는 대구를 이번 나홀로 여행 시리즈를 통해 담고자 한다. 나홀로 대구여행, 지금부터 시작한다. Photo & Edit : WESSAY 1. 처음 만나본 대구 지하철 우등버스를 타고..."
982,인줄 알았겠지만 이게 끝이 아님 ㅋㅋㅋ 맨 처음 포항 여행을 계획할 때 대구... 지금 생각해보면 대구 여행이 좋은 워밍업이 된 듯한 느낌! 그냥 가긴 또 아쉬워서...
983,이 사진도 작년에 울산 대왕암을 갔다가 대구여행을 가서 찍은 사진으로 대구 달성군 낙동강 강정보에 있는 디아크라고 하는 우주선처럼 생긴 건물이에요. 이곳 강정보...
984,찍으면서 여행해보면 괜찮을듯 싶네요^^ 스탬프 모두 찍으면 선물은 주려나??ㅋㅋㅋㅋ 대구근대골목투어 홈페이지_ http://gu.jung.daegu.kr/alley/main/main.html 대구여행...
985,"2014년도 유럽여행 때도 그러했고, 이번 짧디짧은 대구여행에서도 그렇고. 동생과 밥을 먹고, 내친 김에 대구 평화시장 치킨골목 구경까지. 밤 11:26 차를 타고 집으로 갔다...."
986,대구 서문시장 한옥카페 로맨스빠빠 대구 여행 마지막날 제일 기대했던... 이번 여행 중 너무 마음에 들었던 곳이라 대구에 또 가게 되면 고민도 없이 반드시 다시...
987,"2015.05.23 내일로 기차여행 등 대구 여행코스를 짤때, 부담없는 숙박 장소로... 대구 더스타일 게스트하우스 체크인 시간은 오후 3시부터 9시 반 사이에 하면 된다...."
988,대구여행]팔공산케이블카타고 팔공산 정상으로 직진 팔공산케이블카 타고 굽어보는 팔공산 오래전 가족과 함께 팔공산을 오른적이 있었다. 등산이 아닌 여행길에...
989,거의 한달텀으로 올리는 대구여행 1박2일의 둘째날=집에가는날 게스트하우스에서... 좋아졌었음ㅎㅎ 대구 삼덕동 이웃 안녕- 그리고 진짜 여기는 초코매니아(?)인 내가 꼭...
990,"들어오는 입구에 있던 공연장 대구여행 필수 코스라서 여행객이 많을 줄 알았는데 의외로 대구 시민, 가족분들이 많으셨어요. 제가 초반에 말한 것처럼 가격이 관광과가..."
991,엄마랑 떠나게 된 급대구여행 결혼식 때문에 가게 되었는데 아쉬워서 하루 있다가... 남자친구도 없는 나야 ㅠ 첫번째로 오게 된 카페는 #대구카페#계산동카페#더댄스...
